"Original_country_name_in_FUBC_report","Country","ISO3_code","Region_IFA","Year","FUBC_report_number","Year_FUBC_publication","Crop","Crop_area_k_ha","N_k_t","P2O5_k_t","K2O_k_t","N_P2O5_K2O_k_t","N_rate_kg_ha","P2O5_rate_kg_ha","K2O_rate_kg_ha","N_pc_fert","P2O5_pc_fert","K2O_pc_fert","Aver_N_rate_kg_ha","Aver_P2O5_rate_kg_ha","Aver_K2O_rate_kg_ha","Aver_N_P2O5_K2O_rate_kg_ha"
"IRAN","Iran (Islamic Republic of)","IRN","West Asia","1990/91",2,1994,"Pasture & Fodder",739,11.1,33.3,0,44.3,30,90,0,50,50,0,NA,NA,NA,NA
"IRAN","Iran (Islamic Republic of)","IRN","West Asia","1990/91",2,1994,"Potato",105,18.9,14.2,7.6,40.6,200,150,80,90,90,90,NA,NA,NA,NA
"IRAN","Iran (Islamic Republic of)","IRN","West Asia","1990/91",2,1994,"Pulses",561,11.8,17.7,0,29.5,60,90,0,35,35,0,NA,NA,NA,NA
"IRAN","Iran (Islamic Republic of)","IRN","West Asia","1990/91",2,1994,"Rice",436,35.3,35.3,0,70.6,90,90,0,90,90,0,NA,NA,NA,NA
"IRAN","Iran (Islamic Republic of)","IRN","West Asia","1990/91",2,1994,"Sugar Beet",150,19.5,13.5,NA,33,130,90,0,100,100,0,NA,NA,NA,NA
"IRAN","Iran (Islamic Republic of)","IRN","West Asia","1990/91",2,1994,"Sugar Cane",25,5,4.5,0,9.5,200,180,0,100,100,0,NA,NA,NA,NA
"IRAN","Iran (Islamic Republic of)","IRN","West Asia","1990/91",2,1994,"Tea",32,4.9,0.6,0,5.5,180,23,0,85,85,0,NA,NA,NA,NA
"IRAN","Iran (Islamic Republic of)","IRN","West Asia","1990/91",2,1994,"Vegetables (Other)",300,51,38.3,3.8,93.1,200,150,15,85,85,85,NA,NA,NA,NA
"IRAN","Iran (Islamic Republic of)","IRN","West Asia","1990/91",2,1994,"Wheat",6257,206.5,185.8,NA,392.3,100,90,0,33,33,0,NA,NA,NA,NA
"IRELAND","Ireland","IRL","Western and Central Europe","1992/93",2,1994,"Barley",194,20.2,14.4,14.6,49.1,104,74,75,100,100,100,NA,NA,NA,NA
"IRELAND","Ireland","IRL","Western and Central Europe","1992/93",2,1994,"Fodder Crop",29,4.1,4.6,6.6,15.3,140,158,228,100,100,100,NA,NA,NA,NA
"IRELAND","Ireland","IRL","Western and Central Europe","1992/93",2,1994,"Grassland",4195,289.5,91.5,125,505.9,69,21.8,29.8,100,100,100,NA,NA,NA,NA
"IRELAND","Ireland","IRL","Western and Central Europe","1992/93",2,1994,"Other",20,1.2,1.8,1.4,4.4,60,91,68,100,100,100,NA,NA,NA,NA
"IRELAND","Ireland","IRL","Western and Central Europe","1992/93",2,1994,"Potato",24,3.4,6.6,6.6,16.5,140,273,274,100,100,100,NA,NA,NA,NA
"IRELAND","Ireland","IRL","Western and Central Europe","1992/93",2,1994,"Rapeseed",7,1.2,0.6,0.6,2.4,170,79,89,100,100,100,NA,NA,NA,NA
"IRELAND","Ireland","IRL","Western and Central Europe","1992/93",2,1994,"Rye/Oat",17,1.7,1.3,1.3,4.2,100,74,74,100,100,100,NA,NA,NA,NA
"IRELAND","Ireland","IRL","Western and Central Europe","1992/93",2,1994,"Sugar Beet",32,5.9,5.2,8.4,19.6,185,164,264,100,100,100,NA,NA,NA,NA
"IRELAND","Ireland","IRL","Western and Central Europe","1992/93",2,1994,"Wheat",87,10.8,6.6,6.8,24.2,124,76,78,100,100,100,NA,NA,NA,NA
"ISRAEL","Israel","ISR","West Asia","1993",2,1994,"Almond",2,0.3,0,0.2,0.5,NA,NA,NA,NA,NA,NA,150,0,100,NA
"ISRAEL","Israel","ISR","West Asia","1993",2,1994,"Apple",5.5,0.8,0.2,1.1,2.1,NA,NA,NA,NA,NA,NA,150,30,200,NA
"ISRAEL","Israel","ISR","West Asia","1993",2,1994,"Avocado",8,1.4,0.2,2,3.7,NA,NA,NA,NA,NA,NA,180,30,250,NA
"ISRAEL","Israel","ISR","West Asia","1993",2,1994,"Banana",2,1,0.4,1.2,2.6,NA,NA,NA,NA,NA,NA,500,200,600,NA
"ISRAEL","Israel","ISR","West Asia","1993",2,1994,"Barley",10,0.6,0.1,0,0.7,NA,NA,NA,NA,NA,NA,60,10,0,NA
"ISRAEL","Israel","ISR","West Asia","1993",2,1994,"Chick pea",10,0,0.5,0,0.5,NA,NA,NA,NA,NA,NA,0,50,0,NA
"ISRAEL","Israel","ISR","West Asia","1993",2,1994,"Citrus Fruits",30,6,1.2,4.5,11.7,NA,NA,NA,NA,NA,NA,200,40,150,NA
"ISRAEL","Israel","ISR","West Asia","1993",2,1994,"Cotton",15,2.7,0.9,1.8,5.4,NA,NA,NA,NA,NA,NA,180,60,120,NA
"ISRAEL","Israel","ISR","West Asia","1993",2,1994,"Date",2,0.6,0.1,0.6,1.3,NA,NA,NA,NA,NA,NA,300,60,300,NA
"ISRAEL","Israel","ISR","West Asia","1993",2,1994,"Grape",6,1,0.2,1.1,2.2,NA,NA,NA,NA,NA,NA,170,26.6,175,NA
"ISRAEL","Israel","ISR","West Asia","1993",2,1994,"Horticulture",2,1.6,0.7,2.4,4.7,NA,NA,NA,NA,NA,NA,800,350,1200,NA
"ISRAEL","Israel","ISR","West Asia","1993",2,1994,"Maize",24,6.3,2.5,3.6,12.4,NA,NA,NA,NA,NA,NA,262.5,105,150,NA
"ISRAEL","Israel","ISR","West Asia","1993",2,1994,"Mango",2,0.4,0.1,0.4,0.9,NA,NA,NA,NA,NA,NA,200,50,200,NA
"ISRAEL","Israel","ISR","West Asia","1993",2,1994,"Nuts",1,0.2,0,0.3,0.5,NA,NA,NA,NA,NA,NA,200,20,250,NA
"ISRAEL","Israel","ISR","West Asia","1993",2,1994,"Olive",13.5,1.5,0.2,1.2,2.9,NA,NA,NA,NA,NA,NA,113,15.2,88.9,NA
"ISRAEL","Israel","ISR","West Asia","1993",2,1994,"Other",7,1.3,0.4,1.1,2.7,NA,NA,NA,NA,NA,NA,180,60,150,NA
"ISRAEL","Israel","ISR","West Asia","1993",2,1994,"Peach",5,1,0.1,1.3,2.4,NA,NA,NA,NA,NA,NA,200,20,250,NA
"ISRAEL","Israel","ISR","West Asia","1993",2,1994,"Potato",6,2.1,0.9,2.4,5.4,NA,NA,NA,NA,NA,NA,350,150,400,NA
"ISRAEL","Israel","ISR","West Asia","1993",2,1994,"Strawberry",2,0.6,0.2,0.8,1.6,NA,NA,NA,NA,NA,NA,300,100,400,NA
"ISRAEL","Israel","ISR","West Asia","1993",2,1994,"Tomato",4.5,1.2,0.5,1.4,3.2,NA,NA,NA,NA,NA,NA,272,120,322,NA
"ISRAEL","Israel","ISR","West Asia","1993",2,1994,"Vegetables",14,5,1.6,5,11.6,NA,NA,NA,NA,NA,NA,357,114,357,NA
"ISRAEL","Israel","ISR","West Asia","1993",2,1994,"Water Melon",12,1.7,0.5,1,3.2,NA,NA,NA,NA,NA,NA,140,40,85,NA
"ISRAEL","Israel","ISR","West Asia","1993",2,1994,"Wheat",75,6,2.3,NA,8.3,NA,NA,NA,NA,NA,NA,80,30,0,NA
"ITALY","Italy","ITA","Western and Central Europe","1992/93",2,1994,"Barley",410,28.7,29.1,18.5,76.3,70,71,45,100,100,100,NA,NA,NA,NA
"ITALY","Italy","ITA","Western and Central Europe","1992/93",2,1994,"Bean",130,1,6.6,3.8,11.4,15,51,29,50,100,100,NA,NA,NA,NA
"ITALY","Italy","ITA","Western and Central Europe","1992/93",2,1994,"Fodder Crop",660,52.3,32.3,25.7,110.4,99,49,39,80,100,100,NA,NA,NA,NA
"ITALY","Italy","ITA","Western and Central Europe","1992/93",2,1994,"Fruits",2820,197.4,166.4,138.2,502,70,59,49,100,100,100,NA,NA,NA,NA
"ITALY","Italy","ITA","Western and Central Europe","1992/93",2,1994,"Grasslands",1020,45,18.8,10.2,74,NA,NA,NA,NA,NA,NA,44.1,18.4,10,NA
"ITALY","Italy","ITA","Western and Central Europe","1992/93",2,1994,"Maize",780,156,69.4,46,271.4,200,89,59,100,100,100,NA,NA,NA,NA
"ITALY","Italy","ITA","Western and Central Europe","1992/93",2,1994,"Other",2190,21.9,21.9,21.9,65.7,NA,NA,NA,NA,NA,NA,10,10,10,NA
"ITALY","Italy","ITA","Western and Central Europe","1992/93",2,1994,"Potato",110,10.9,7.9,5.9,24.8,99,72,54,100,100,100,NA,NA,NA,NA
"ITALY","Italy","ITA","Western and Central Europe","1992/93",2,1994,"Rice",362,43.1,31.9,26.1,101,119,88,72,100,100,100,NA,NA,NA,NA
"ITALY","Italy","ITA","Western and Central Europe","1992/93",2,1994,"Sugar Beet",270,21.4,23.3,13.1,57.8,99,108,97,80,80,50,NA,NA,NA,NA
"ITALY","Italy","ITA","Western and Central Europe","1992/93",2,1994,"Sunflower",510,22.1,27.3,20.9,70.3,62,107,82,70,50,50,NA,NA,NA,NA
"ITALY","Italy","ITA","Western and Central Europe","1992/93",2,1994,"Vegetables",510,45.9,38.3,23,107.1,90,75,45,100,100,100,NA,NA,NA,NA
"ITALY","Italy","ITA","Western and Central Europe","1992/93",2,1994,"Wheat",2400,217,128.6,34.8,380.4,113,67,29,80,80,50,NA,NA,NA,NA
"JAPAN","Japan","JPN","East Asia","1993",2,1994,"Barley",86,6,8,6,20,NA,NA,NA,NA,NA,NA,69.8,93,69.8,NA
"JAPAN","Japan","JPN","East Asia","1993",2,1994,"Cereals (Other)",31,1,2,2,5,NA,NA,NA,NA,NA,NA,32.3,64.5,64.5,NA
"JAPAN","Japan","JPN","East Asia","1993",2,1994,"Fodder Crop",245,30,35,29,94,NA,NA,NA,NA,NA,NA,122.5,142.9,118.4,NA
"JAPAN","Japan","JPN","East Asia","1993",2,1994,"Forestry",28,2,1,1,4,NA,NA,NA,NA,NA,NA,71.4,35.7,35.7,NA
"JAPAN","Japan","JPN","East Asia","1993",2,1994,"Fruits",334,53,43,44,140,NA,NA,NA,NA,NA,NA,158.7,128.7,131.7,NA
"JAPAN","Japan","JPN","East Asia","1993",2,1994,"Mulberry",49,11,7,7,25,NA,NA,NA,NA,NA,NA,224.5,142.9,142.9,NA
"JAPAN","Japan","JPN","East Asia","1993",2,1994,"Other",290,44,45,39,128,NA,NA,NA,NA,NA,NA,151.7,155.2,134.5,NA
"JAPAN","Japan","JPN","East Asia","1993",2,1994,"Pasture & Fodder",774,58,82,61,200.9,NA,NA,NA,NA,NA,NA,74.9,105.9,78.8,NA
"JAPAN","Japan","JPN","East Asia","1993",2,1994,"Potato",112,13,20,13,46,NA,NA,NA,NA,NA,NA,116.1,178.6,116.1,NA
"JAPAN","Japan","JPN","East Asia","1993",2,1994,"Potato (Sweet)",58,3,5,8,16,NA,NA,NA,NA,NA,NA,51.7,86.2,137.9,NA
"JAPAN","Japan","JPN","East Asia","1993",2,1994,"Rice",2148,175.9,200,175.9,551.8,NA,NA,NA,NA,NA,NA,81.9,93.1,81.9,NA
"JAPAN","Japan","JPN","East Asia","1993",2,1994,"Soybean",214,7,23,19,49,NA,NA,NA,NA,NA,NA,32.7,107.5,88.8,NA
"JAPAN","Japan","JPN","East Asia","1993",2,1994,"Tea",57,28,11,14,53,NA,NA,NA,NA,NA,NA,491.2,193,245.6,NA
"JAPAN","Japan","JPN","East Asia","1993",2,1994,"Tobacco",28,4,5,6,15,NA,NA,NA,NA,NA,NA,142.9,178.6,214.3,NA
"JAPAN","Japan","JPN","East Asia","1993",2,1994,"Vegetables",575,119,111,103,333,NA,NA,NA,NA,NA,NA,207,193,179.1,NA
"JAPAN","Japan","JPN","East Asia","1993",2,1994,"Vegetables (Other)",56,14,13,12,39,NA,NA,NA,NA,NA,NA,250,232.1,214.3,NA
"JAPAN","Japan","JPN","East Asia","1993",2,1994,"Wheat",215,22,26,21,69,NA,NA,NA,NA,NA,NA,102.3,120.9,97.7,NA
"JORDAN","Jordan","JOR","West Asia","1993",2,1994,"Barley",69.1,0,0.1,0,0.2,20,50,NA,4,4,4,NA,NA,NA,NA
"JORDAN","Jordan","JOR","West Asia","1993",2,1994,"Chick pea",4.6,0,0.2,0,0.3,NA,NA,NA,NA,NA,NA,10,50,0,NA
"JORDAN","Jordan","JOR","West Asia","1993",2,1994,"Lentil",7.4,0,0.4,0,0.4,NA,NA,NA,NA,NA,NA,1,50,NA,NA
"JORDAN","Jordan","JOR","West Asia","1993",2,1994,"Wheat",72.8,0.5,0.3,0,0.9,80,50,NA,9,9,9,NA,NA,NA,NA
"LAOS","Lao People’s Democratic Republic","LAO","East Asia","1993",2,1994,"Rice",538,2.8,1.2,0,4.1,48,21,0,11,11,0,NA,NA,NA,NA
"LAOS","Lao People’s Democratic Republic","LAO","East Asia","1993",2,1994,"Tobacco",7,0,0.1,0,0.3,30,45,30,43,43,43,NA,NA,NA,NA
"LATVIA","Latvia","LVA","Eastern Europe and Central Asia","1990/91",2,1994,"Flax",12,0.2,0.9,1.3,2.5,17,79,112,100,100,100,NA,NA,NA,NA
"LATVIA","Latvia","LVA","Eastern Europe and Central Asia","1990/91",2,1994,"Fruits",3,0.4,0.3,0.4,1.1,128,108,145,100,100,100,NA,NA,NA,NA
"LATVIA","Latvia","LVA","Eastern Europe and Central Asia","1990/91",2,1994,"Pasture & Fodder",831,64,31.6,59,154.6,77,38,71,100,100,100,NA,NA,NA,NA
"LATVIA","Latvia","LVA","Eastern Europe and Central Asia","1990/91",2,1994,"Potato",32,2.2,3.4,4.6,10.2,70,105,144,100,100,100,NA,NA,NA,NA
"LATVIA","Latvia","LVA","Eastern Europe and Central Asia","1990/91",2,1994,"Sugar Beet",14,2.5,2,3.3,7.9,180,146,237,100,100,100,NA,NA,NA,NA
"LATVIA","Latvia","LVA","Eastern Europe and Central Asia","1990/91",2,1994,"Vegetables",5,0.4,0.4,0.7,1.6,87,87,148,100,100,100,NA,NA,NA,NA
"LATVIA","Latvia","LVA","Eastern Europe and Central Asia","1990/91",2,1994,"Wheat",132,12.7,10.7,16.1,39.5,96,81,122,100,100,100,NA,NA,NA,NA
"LEBANON","Lebanon","LBN","West Asia","1993",2,1994,"Almond",1.1,0,0,0.1,0.3,76.5,76.5,140,80,80,0,NA,NA,NA,NA
"LEBANON","Lebanon","LBN","West Asia","1993",2,1994,"Apple",5.4,1.3,0.7,1.5,3.4,265.5,140,300,90,90,80,NA,NA,NA,NA
"LEBANON","Lebanon","LBN","West Asia","1993",2,1994,"Barley",11,0.1,0,0,0.1,31,0,0,40,0,0,NA,NA,NA,NA
"LEBANON","Lebanon","LBN","West Asia","1993",2,1994,"Cabbage",0.7,0.2,0.2,0.2,0.6,279,230,286,100,100,100,NA,NA,NA,NA
"LEBANON","Lebanon","LBN","West Asia","1993",2,1994,"Cauliflower",0.6,0.2,0.1,0.2,0.5,275,230,286,100,100,100,NA,NA,NA,NA
"LEBANON","Lebanon","LBN","West Asia","1993",2,1994,"Citrus Fruits",10.6,2.6,1.7,2.3,6.6,275,180,241,90,90,90,NA,NA,NA,NA
"LEBANON","Lebanon","LBN","West Asia","1993",2,1994,"Cucumber",0.7,0.2,0.2,0.2,0.6,313,234,335,100,100,100,NA,NA,NA,NA
"LEBANON","Lebanon","LBN","West Asia","1993",2,1994,"Eggplant",0.5,0.1,0.1,0.1,0.4,261,261,275,100,100,100,NA,NA,NA,NA
"LEBANON","Lebanon","LBN","West Asia","1993",2,1994,"French Bean",1.2,0.4,0.3,0.4,1,298,243,308,100,100,100,NA,NA,NA,NA
"LEBANON","Lebanon","LBN","West Asia","1993",2,1994,"Fruits (Other)",5,0.5,0.5,0.8,1.7,101,101,171,90,90,90,NA,NA,NA,NA
"LEBANON","Lebanon","LBN","West Asia","1993",2,1994,"Grape",9.3,1.7,1.1,2.1,5,230,161,304,80,75,75,NA,NA,NA,NA
"LEBANON","Lebanon","LBN","West Asia","1993",2,1994,"Groundnut",0.3,0,0,0,0.1,100,157.5,157.5,90,90,90,NA,NA,NA,NA
"LEBANON","Lebanon","LBN","West Asia","1993",2,1994,"Olive",23.6,1.3,1.3,1.3,4,140,140,140,40,40,40,NA,NA,NA,NA
"LEBANON","Lebanon","LBN","West Asia","1993",2,1994,"Onion",1.1,0.2,0.2,0.3,0.7,184.5,184.5,259,100,100,100,NA,NA,NA,NA
"LEBANON","Lebanon","LBN","West Asia","1993",2,1994,"Peach",1,0.2,0.1,0.3,0.6,265,140,304,90,90,90,NA,NA,NA,NA
"LEBANON","Lebanon","LBN","West Asia","1993",2,1994,"Pineapple",2.5,0.5,0,0.8,1.3,225,0,337,80,0,95,NA,NA,NA,NA
"LEBANON","Lebanon","LBN","West Asia","1993",2,1994,"Potato",8.6,2.1,1.4,1.4,4.8,240,160,160,100,100,100,NA,NA,NA,NA
"LEBANON","Lebanon","LBN","West Asia","1993",2,1994,"Squash and gourd",0.7,0.2,0.2,0.2,0.6,313,234,335,100,100,100,NA,NA,NA,NA
"LEBANON","Lebanon","LBN","West Asia","1993",2,1994,"Sugar Beet",3.3,0.6,0.6,0.6,1.9,196,196,196,100,100,100,NA,NA,NA,NA
"LEBANON","Lebanon","LBN","West Asia","1993",2,1994,"Tobacco",0.4,0,0,0,0.2,184.5,140,189,100,100,100,NA,NA,NA,NA
"LEBANON","Lebanon","LBN","West Asia","1993",2,1994,"Tomato",1.2,0.4,0.3,0.4,1,313,234,325,100,100,100,NA,NA,NA,NA
"LEBANON","Lebanon","LBN","West Asia","1993",2,1994,"Vegetables (Other)",3.3,0.6,0.6,0.8,2,189,171,254,100,100,100,NA,NA,NA,NA
"LEBANON","Lebanon","LBN","West Asia","1993",2,1994,"Water Melon",0.7,0.2,0.1,0.2,0.5,261,186.7,275,100,100,100,NA,NA,NA,NA
"LEBANON","Lebanon","LBN","West Asia","1993",2,1994,"Wheat",11.3,0.8,0.3,0,1.1,77.6,31,0,90,80,0,NA,NA,NA,NA
"LITHUANIA","Lithuania","LTU","Eastern Europe and Central Asia","1991/92",2,1994,"Cereals",865,66.6,54.5,88.2,209.3,77,63,102,100,100,100,NA,NA,NA,NA
"LITHUANIA","Lithuania","LTU","Eastern Europe and Central Asia","1991/92",2,1994,"Flax",17,2.9,1.9,2.2,7,172,110,132,100,100,100,NA,NA,NA,NA
"LITHUANIA","Lithuania","LTU","Eastern Europe and Central Asia","1991/92",2,1994,"Potato",22,2.6,2.6,4,9.2,118,119,182,100,100,100,NA,NA,NA,NA
"LITHUANIA","Lithuania","LTU","Eastern Europe and Central Asia","1991/92",2,1994,"Sugar Beet",28,5.2,4.1,6,15.3,187,146,213,100,100,100,NA,NA,NA,NA
"LITHUANIA","Lithuania","LTU","Eastern Europe and Central Asia","1991/92",2,1994,"Vegetables",5,0.7,0.7,1,2.5,144,140,207,100,100,100,NA,NA,NA,NA
"MADAGASCAR","Madagascar","MDG","Africa","1991/92",2,1994,"Cotton",27,0.9,0.3,0.4,1.6,34,11,16,100,100,100,NA,NA,NA,NA
"MADAGASCAR","Madagascar","MDG","Africa","1991/92",2,1994,"Potato",240,0.7,0.7,0.5,1.9,14,14,11,20,20,20,NA,NA,NA,NA
"MADAGASCAR","Madagascar","MDG","Africa","1991/92",2,1994,"Rice",1188,1.1,1,0.9,3,12,11,9,8,8,8,NA,NA,NA,NA
"MADAGASCAR","Madagascar","MDG","Africa","1991/92",2,1994,"Sugar Cane",17,1.3,0.3,2,3.7,79,19,118,100,100,100,NA,NA,NA,NA
"MADAGASCAR","Madagascar","MDG","Africa","1991/92",2,1994,"Wheat",3,0.2,0.1,0.1,0.5,80,40,40,100,100,100,NA,NA,NA,NA
"MALAYSIA","Malaysia","MYS","East Asia","1991/92",2,1994,"Cassava",34,0.5,0.4,1,2,80,60,150,20,20,20,NA,NA,NA,NA
"MALAYSIA","Malaysia","MYS","East Asia","1991/92",2,1994,"Cocoa",350,18.9,7.4,23.1,49.4,90,35,110,60,60,60,NA,NA,NA,NA
"MALAYSIA","Malaysia","MYS","East Asia","1991/92",2,1994,"Coconut",332,1.3,0.5,1.7,3.5,80,30,100,5,5,5,NA,NA,NA,NA
"MALAYSIA","Malaysia","MYS","East Asia","1991/92",2,1994,"Coffee",13,0.6,0.3,0.7,1.5,90,40,100,50,50,50,NA,NA,NA,NA
"MALAYSIA","Malaysia","MYS","East Asia","1991/92",2,1994,"Fruits",200,7.2,4.2,9,20.4,120,70,150,30,30,30,NA,NA,NA,NA
"MALAYSIA","Malaysia","MYS","East Asia","1991/92",2,1994,"Maize",17,0.3,0.3,0.3,1,100,100,100,20,20,20,NA,NA,NA,NA
"MALAYSIA","Malaysia","MYS","East Asia","1991/92",2,1994,"Oil-Palm",2100,144.1,51.5,329.3,524.8,70,25,160,98,98,98,NA,NA,NA,NA
"MALAYSIA","Malaysia","MYS","East Asia","1991/92",2,1994,"Pepper and chilli",9,0.9,0.9,1.3,3.1,120,120,170,85,85,85,NA,NA,NA,NA
"MALAYSIA","Malaysia","MYS","East Asia","1991/92",2,1994,"Pineapple",9,1,0,0.3,1.4,120,10,40,90,90,90,NA,NA,NA,NA
"MALAYSIA","Malaysia","MYS","East Asia","1991/92",2,1994,"Rice",636,45.8,20.4,15.3,81.4,90,40,30,80,80,80,NA,NA,NA,NA
"MALAYSIA","Malaysia","MYS","East Asia","1991/92",2,1994,"Rubber",1845,45.2,38.7,51.7,135.6,35,30,40,70,70,70,NA,NA,NA,NA
"MALAYSIA","Malaysia","MYS","East Asia","1991/92",2,1994,"Sugar Cane",24,1.8,2.5,1.4,5.7,80,110,60,95,95,95,NA,NA,NA,NA
"MALAYSIA","Malaysia","MYS","East Asia","1991/92",2,1994,"Tobacco",12,0.6,1.1,1.3,2.9,60,110,134,80,80,80,NA,NA,NA,NA
"MALAYSIA","Malaysia","MYS","East Asia","1991/92",2,1994,"Vegetables",9,1.5,1.3,1.3,4.1,180,160,160,90,90,90,NA,NA,NA,NA
"MAURITIUS","Mauritius","MUS","Africa","1993",2,1994,"Maize",1,0.2,0,0.1,0.4,200,56,122,100,100,100,NA,NA,NA,NA
"MAURITIUS","Mauritius","MUS","Africa","1993",2,1994,"Other",3,0.3,0.2,0.3,0.8,90,72,106,100,100,100,NA,NA,NA,NA
"MAURITIUS","Mauritius","MUS","Africa","1993",2,1994,"Potato",1,0.2,0.2,0.2,0.6,156,156,240,100,100,100,NA,NA,NA,NA
"MAURITIUS","Mauritius","MUS","Africa","1993",2,1994,"Sugar Cane",83,10,3.1,12.5,25.5,120,37,150,100,100,100,NA,NA,NA,NA
"MAURITIUS","Mauritius","MUS","Africa","1993",2,1994,"Tea",4,0.8,0.2,0.2,1.2,195,50,50,100,100,100,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Alfalfa",160,3.9,8.3,0,12.1,28,60,0,86,86,0,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Avocado",78,9,4.4,5.1,18.6,115,57,66,100,100,100,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Banana",55,11.3,1.1,6.3,18.7,220,21,124,93,93,93,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Barley",400,14.4,4.4,0,18.8,97,30,0,37,37,0,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Canteloupe/Others",13,1.2,0.6,0.3,2.1,90,48,22,99,99,99,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Cauliflower",1,0.1,0,0,0.2,110,42,37,100,100,100,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Cereals (Other)",1848,35.2,24.8,0,60,34,24,0,56,56,0,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Chick pea",64,3.7,0.2,0,3.8,73,3,0,79,79,0,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Citrus Fruits",279,17.9,5,7.1,30,119,33,47,54,54,54,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Coconut",12,0.6,0,0.5,1.1,59,2,49,80,80,80,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Coffee",587,18.1,10.8,4.3,33.2,55,33,13,56,56,56,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Cotton",343,45.9,7.3,0,53.2,176,28,0,76,76,0,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Cucumber",12,3,2.5,1.7,7.2,248,210,142,100,100,100,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Eggplant",1,0.5,0.3,0.2,1,450,340,180,100,100,100,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Fodder Crop",4,0.3,0.4,0,0.8,82,91,22,100,100,100,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Fruits (Other)",273,17.6,6.2,4.1,28,68,24,16,95,95,95,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Grape",50,3.9,1.1,0.7,5.6,78,21,13,100,100,100,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Grasslands (Temporary)",380,19.9,3.7,0.2,23.8,128,24,1,41,41,41,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Groundnut",43,1,0.7,0,1.8,51,36,1,47,47,47,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Horticulture",3,0.3,0.2,0.1,0.7,107,88,47,93,93,93,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Leguminous Fodder",5,0.3,0.3,0,0.7,70,61,16,99,99,99,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Lemon",34,1.7,0.5,0.9,3.1,51,15,26,100,100,100,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Lentil",2,0.2,NA,0,0.3,87,38,0,100,100,0,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Maize",7853,489.4,155.2,6,650.5,82,26,1,76,76,76,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Mango",43,2.5,1,1.3,4.8,75,29,38,78,78,78,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Oat",243,10.9,6.5,0,17.4,69,41,0,65,65,0,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Onion",11,1.5,0.5,0.2,2.3,145,49,24,94,94,94,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Other",111,36.5,14,2,52.5,329,126,18,100,100,100,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Papaya",13,1.3,0.5,0.4,2.2,132,47,44,76,76,76,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Pepper and chilli",84,10.5,4.8,2.7,18.1,135,62,35,93,93,93,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Pineapple",7,1.4,0.6,0.8,2.8,200,80,120,100,100,100,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Potato",65,6.5,7.4,4.3,18.2,104,118,69,96,96,96,NA,NA,NA,NA
"MEXICO","Mexico","MEX","Latin America","1990/91",2,1994,"Rice",149,17.9,4.8,0,22.7,129,35,0,93,93,0,NA,NA,NA,NA
